,zeros,bbnums,fix_bill,billboard#_fixated_count,billboard,billboard#,billboard#_duration,position_index,billboard_named_position,billboard_image_at_position_text
0,0.0,1.0,1.0,5.0,1.0,1.0,7.199999999999999,1,billboard_image_1,health_12_marijuana_emo
1,0.0,2.0,2.0,3.0,2.0,2.0,1.7000000000000028,2,billboard_image_2,health_8_sun_protection_neu
2,0.0,3.0,3.0,1.0,3.0,3.0,3.25,3,billboard_image_3,health_1_binge_drinking_neu
3,0.0,4.0,4.0,1.0,4.0,4.0,0.35999999999999943,4,billboard_image_4,health_10_vaccination_emo
4,0.0,5.0,5.0,3.0,5.0,5.0,4.890000000000001,5,billboard_image_5,health_14_healthy_diet_neu
5,0.0,6.0,6.0,3.0,6.0,6.0,1.2399999999999807,6,billboard_image_6,health_13_tech_addiction_neu
6,0.0,7.0,7.0,3.0,7.0,7.0,2.700000000000003,7,billboard_image_7,health_3_diabetes_emo
7,0.0,8.0,8.0,2.0,8.0,8.0,2.4499999999999886,8,billboard_image_8,commercial_6_hotel_neu
8,0.0,9.0,9.0,4.0,9.0,9.0,2.8500000000000227,9,billboard_image_9,health_2_buckle_up_emo
9,0.0,10.0,10.0,4.0,10.0,10.0,3.860000000000042,10,billboard_image_10,health_4_HIV_neu
10,0.0,11.0,11.0,2.0,11.0,11.0,1.1100000000000136,11,billboard_image_11,health_9_wash_hands_emo
11,0.0,12.0,12.0,1.0,12.0,12.0,2.6299999999999955,12,billboard_image_12,commercial_5_furniture_neu
12,0.0,13.0,13.0,5.0,13.0,13.0,3.5299999999999443,13,billboard_image_13,health_7_smoking_emo
13,0.0,14.0,14.0,4.0,14.0,14.0,3.1500000000000057,14,billboard_image_14,health_5_text_driving_emo
14,0.0,15.0,15.0,3.0,15.0,15.0,1.759999999999991,15,billboard_image_15,health_6_drugged_driving_neu
15,0.0,16.0,16.0,3.0,16.0,16.0,2.630000000000024,16,billboard_image_16,commercial_1_brunch_emo
16,0.0,17.0,17.0,2.0,17.0,17.0,3.289999999999992,17,billboard_image_17,commercial_3_coffee_neu
17,0.0,18.0,18.0,4.0,18.0,18.0,2.9999999999999716,18,billboard_image_18,health_11_vaping_emo
18,0.0,19.0,19.0,4.0,19.0,19.0,4.069999999999936,19,billboard_image_19,commercial_4_education_donation_emo
19,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20,billboard_image_20,commercial_2_burger_neu
