,zeros,bbnums,fix_bill,billboard#_fixated_count,billboard,billboard#,billboard#_duration,position_index,billboard_named_position,billboard_image_at_position_text
0,0.0,1.0,1.0,3.0,1.0,1.0,4.2,1,billboard_image_1,health_7_smoking_emo
1,0.0,2.0,2.0,4.0,2.0,2.0,4.740000000000002,2,billboard_image_2,health_8_sun_protection_neu
2,0.0,3.0,3.0,6.0,3.0,3.0,6.040000000000003,3,billboard_image_3,health_11_vaping_emo
3,0.0,4.0,4.0,3.0,4.0,4.0,3.000000000000007,4,billboard_image_4,commercial_3_coffee_neu
4,0.0,5.0,5.0,1.0,5.0,5.0,0.6600000000000037,5,billboard_image_5,health_9_wash_hands_neu
5,0.0,6.0,6.0,1.0,6.0,6.0,4.010000000000005,6,billboard_image_6,commercial_5_furniture_emo
6,0.0,7.0,7.0,1.0,7.0,7.0,3.5799999999999983,7,billboard_image_7,commercial_6_hotel_neu
7,0.0,8.0,8.0,1.0,8.0,8.0,5.560000000000002,8,billboard_image_8,health_12_marijuana_emo
8,0.0,9.0,9.0,4.0,9.0,9.0,4.540000000000006,9,billboard_image_9,health_14_healthy_diet_emo
9,0.0,10.0,10.0,3.0,10.0,10.0,2.490000000000009,10,billboard_image_10,health_13_tech_addiction_emo
10,0.0,11.0,11.0,5.0,11.0,11.0,4.47999999999999,11,billboard_image_11,commercial_4_education_donation_emo
11,0.0,12.0,12.0,1.0,12.0,12.0,3.369999999999976,12,billboard_image_12,commercial_1_brunch_neu
12,0.0,13.0,13.0,2.0,13.0,13.0,1.950000000000017,13,billboard_image_13,health_2_buckle_up_neu
13,0.0,14.0,14.0,3.0,14.0,14.0,4.769999999999982,14,billboard_image_14,health_4_HIV_neu
14,0.0,15.0,0.0,0.0,0.0,15.0,0.0,15,billboard_image_15,health_3_diabetes_neu
15,0.0,16.0,16.0,2.0,16.0,16.0,3.8400000000000034,16,billboard_image_16,health_1_binge_drinking_emo
16,0.0,17.0,17.0,2.0,17.0,17.0,1.4199999999999875,17,billboard_image_17,health_10_vaccination_emo
17,0.0,18.0,18.0,4.0,18.0,18.0,3.380000000000024,18,billboard_image_18,health_5_text_driving_neu
18,0.0,19.0,19.0,3.0,19.0,19.0,2.7299999999999898,19,billboard_image_19,health_6_drugged_driving_emo
19,0.0,20.0,20.0,1.0,20.0,20.0,1.9800000000000182,20,billboard_image_20,commercial_2_burger_neu
