,zeros,bbnums,fix_bill,billboard#_fixated_count,billboard,billboard#,billboard#_duration,position_index,billboard_named_position,billboard_image_at_position_text
0,0.0,1.0,1,3,1,1.0,3.6999999999999997,1,billboard_image_1,commercial_3_coffee_neu
1,0.0,2.0,2,4,2,2.0,3.4899999999999967,2,billboard_image_2,health_2_buckle_up_neu
2,0.0,3.0,3,7,3,3.0,6.659999999999997,3,billboard_image_3,health_8_sun_protection_neu
3,0.0,4.0,4,3,4,4.0,2.1400000000000006,4,billboard_image_4,commercial_2_burger_emo
4,0.0,5.0,5,6,5,5.0,5.220000000000013,5,billboard_image_5,health_3_diabetes_neu
5,0.0,6.0,6,1,6,6.0,2.0900000000000034,6,billboard_image_6,health_5_text_driving_emo
6,0.0,7.0,7,6,7,7.0,5.6000000000000085,7,billboard_image_7,health_4_HIV_neu
7,0.0,8.0,8,3,8,8.0,3.8499999999999943,8,billboard_image_8,health_12_marijuana_emo
8,0.0,9.0,9,6,9,9.0,3.8700000000000188,9,billboard_image_9,health_10_vaccination_neu
9,0.0,10.0,10,6,10,10.0,4.670000000000002,10,billboard_image_10,health_14_healthy_diet_emo
10,0.0,11.0,11,7,11,11.0,5.289999999999992,11,billboard_image_11,health_11_vaping_neu
11,0.0,12.0,12,4,12,12.0,3.5399999999999636,12,billboard_image_12,commercial_6_hotel_emo
12,0.0,13.0,13,4,13,13.0,2.710000000000008,13,billboard_image_13,health_6_drugged_driving_neu
13,0.0,14.0,14,2,14,14.0,0.6200000000000045,14,billboard_image_14,health_9_wash_hands_emo
14,0.0,15.0,15,4,15,15.0,3.639999999999958,15,billboard_image_15,health_7_smoking_emo
15,0.0,16.0,16,4,16,16.0,2.629999999999967,16,billboard_image_16,health_13_tech_addiction_neu
16,0.0,17.0,17,4,17,17.0,4.609999999999985,17,billboard_image_17,health_1_binge_drinking_emo
17,0.0,18.0,18,3,18,18.0,2.670000000000016,18,billboard_image_18,commercial_5_furniture_neu
18,0.0,19.0,19,3,19,19.0,3.8300000000000125,19,billboard_image_19,commercial_4_education_donation_emo
19,0.0,20.0,20,2,20,20.0,2.7899999999999636,20,billboard_image_20,commercial_1_brunch_emo
