,zeros,bbnums,fix_bill,billboard#_fixated_count,billboard,billboard#,billboard#_duration,position_index,billboard_named_position,billboard_image_at_position_text
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,billboard_image_1,health_12_marijuana_emo
1,0.0,2.0,2.0,2.0,2.0,2.0,5.629999999999999,2,billboard_image_2,health_2_buckle_up_emo
2,0.0,3.0,3.0,5.0,3.0,3.0,5.150000000000002,3,billboard_image_3,health_11_vaping_neu
3,0.0,4.0,4.0,5.0,4.0,4.0,6.060000000000002,4,billboard_image_4,commercial_4_education_donation_neu
4,0.0,5.0,5.0,5.0,5.0,5.0,5.599999999999987,5,billboard_image_5,commercial_6_hotel_neu
5,0.0,6.0,6.0,3.0,6.0,6.0,4.719999999999999,6,billboard_image_6,health_7_smoking_emo
6,0.0,7.0,7.0,4.0,7.0,7.0,5.5800000000000125,7,billboard_image_7,health_8_sun_protection_emo
7,0.0,8.0,8.0,4.0,8.0,8.0,2.3500000000000085,8,billboard_image_8,health_1_binge_drinking_neu
8,0.0,9.0,9.0,3.0,9.0,9.0,5.650000000000006,9,billboard_image_9,health_10_vaccination_emo
9,0.0,10.0,10.0,2.0,10.0,10.0,3.569999999999993,10,billboard_image_10,commercial_3_coffee_neu
10,0.0,11.0,11.0,5.0,11.0,11.0,7.3799999999999955,11,billboard_image_11,commercial_5_furniture_emo
11,0.0,12.0,12.0,6.0,12.0,12.0,3.9199999999999307,12,billboard_image_12,health_6_drugged_driving_neu
12,0.0,13.0,13.0,4.0,13.0,13.0,4.930000000000007,13,billboard_image_13,health_5_text_driving_neu
13,0.0,14.0,14.0,5.0,14.0,14.0,4.960000000000008,14,billboard_image_14,commercial_1_brunch_emo
14,0.0,15.0,15.0,5.0,15.0,15.0,4.819999999999936,15,billboard_image_15,health_14_healthy_diet_emo
15,0.0,16.0,16.0,2.0,16.0,16.0,3.0999999999999943,16,billboard_image_16,health_13_tech_addiction_emo
16,0.0,17.0,17.0,2.0,17.0,17.0,2.6599999999999966,17,billboard_image_17,health_4_HIV_neu
17,0.0,18.0,18.0,1.0,18.0,18.0,0.3299999999999841,18,billboard_image_18,health_3_diabetes_neu
18,0.0,19.0,19.0,1.0,19.0,19.0,0.39999999999997726,19,billboard_image_19,health_9_wash_hands_neu
19,0.0,20.0,20.0,6.0,20.0,20.0,3.6899999999999977,20,billboard_image_20,commercial_2_burger_emo
