,zeros,bbnums,fix_bill,billboard#_fixated_count,billboard,billboard#,billboard#_duration,position_index,billboard_named_position,billboard_image_at_position_text
0,0.0,1.0,1.0,3.0,1.0,1.0,2.3899999999999997,1,billboard_image_1,health_7_smoking_emo
1,0.0,2.0,2.0,1.0,2.0,2.0,0.28999999999999915,2,billboard_image_2,commercial_4_education_donation_emo
2,0.0,3.0,3.0,2.0,3.0,3.0,0.7800000000000011,3,billboard_image_3,commercial_1_brunch_neu
3,0.0,4.0,4.0,1.0,4.0,4.0,1.8399999999999963,4,billboard_image_4,health_9_wash_hands_neu
4,0.0,5.0,5.0,1.0,5.0,5.0,1.6499999999999915,5,billboard_image_5,commercial_6_hotel_emo
5,0.0,6.0,0.0,0.0,0.0,6.0,0.0,6,billboard_image_6,health_4_HIV_emo
6,0.0,7.0,7.0,1.0,7.0,7.0,0.9499999999999886,7,billboard_image_7,health_14_healthy_diet_emo
7,0.0,8.0,8.0,2.0,8.0,8.0,0.7099999999999795,8,billboard_image_8,health_13_tech_addiction_emo
8,0.0,9.0,0.0,0.0,0.0,9.0,0.0,9,billboard_image_9,health_11_vaping_neu
9,0.0,10.0,10.0,2.0,10.0,10.0,0.8100000000000023,10,billboard_image_10,health_5_text_driving_emo
10,0.0,11.0,11.0,2.0,11.0,11.0,1.460000000000008,11,billboard_image_11,health_12_marijuana_emo
11,0.0,12.0,0.0,0.0,0.0,12.0,0.0,12,billboard_image_12,health_10_vaccination_emo
12,0.0,13.0,13.0,4.0,13.0,13.0,4.239999999999981,13,billboard_image_13,health_2_buckle_up_emo
13,0.0,14.0,14.0,1.0,14.0,14.0,0.7199999999999989,14,billboard_image_14,health_8_sun_protection_neu
14,0.0,15.0,0.0,0.0,0.0,15.0,0.0,15,billboard_image_15,health_3_diabetes_neu
15,0.0,16.0,16.0,1.0,16.0,16.0,0.3400000000000034,16,billboard_image_16,health_1_binge_drinking_neu
16,0.0,17.0,17.0,2.0,17.0,17.0,1.1400000000000148,17,billboard_image_17,commercial_3_coffee_neu
17,0.0,18.0,0.0,0.0,0.0,18.0,0.0,18,billboard_image_18,commercial_5_furniture_neu
18,0.0,19.0,19.0,3.0,19.0,19.0,1.6999999999999886,19,billboard_image_19,health_6_drugged_driving_neu
19,0.0,20.0,20.0,1.0,20.0,20.0,0.3499999999999659,20,billboard_image_20,commercial_2_burger_neu
