,zeros,bbnums,fix_bill,billboard#_fixated_count,billboard,billboard#,billboard#_duration,position_index,billboard_named_position,billboard_image_at_position_text
0,0.0,1.0,1.0,2.0,1.0,1.0,1.25,1,billboard_image_1,health_3_diabetes_emo
1,0.0,2.0,2.0,5.0,2.0,2.0,2.530000000000003,2,billboard_image_2,health_5_text_driving_neu
2,0.0,3.0,3.0,1.0,3.0,3.0,1.1599999999999966,3,billboard_image_3,health_10_vaccination_emo
3,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4,billboard_image_4,health_6_drugged_driving_emo
4,0.0,5.0,5.0,4.0,5.0,5.0,2.940000000000005,5,billboard_image_5,health_7_smoking_emo
5,0.0,6.0,0.0,0.0,0.0,6.0,0.0,6,billboard_image_6,health_2_buckle_up_neu
6,0.0,7.0,7.0,1.0,7.0,7.0,0.28000000000000114,7,billboard_image_7,commercial_3_coffee_emo
7,0.0,8.0,0.0,0.0,0.0,8.0,0.0,8,billboard_image_8,health_4_HIV_neu
8,0.0,9.0,9.0,2.0,9.0,9.0,1.0600000000000023,9,billboard_image_9,commercial_2_burger_emo
9,0.0,10.0,10.0,4.0,10.0,10.0,2.9399999999999835,10,billboard_image_10,commercial_5_furniture_emo
10,0.0,11.0,11.0,1.0,11.0,11.0,0.6699999999999875,11,billboard_image_11,commercial_1_brunch_emo
11,0.0,12.0,12.0,2.0,12.0,12.0,0.6200000000000045,12,billboard_image_12,health_8_sun_protection_emo
12,0.0,13.0,13.0,2.0,13.0,13.0,2.480000000000018,13,billboard_image_13,health_1_binge_drinking_neu
13,0.0,14.0,14.0,2.0,14.0,14.0,0.7700000000000102,14,billboard_image_14,health_12_marijuana_neu
14,0.0,15.0,0.0,0.0,0.0,15.0,0.0,15,billboard_image_15,health_14_healthy_diet_neu
15,0.0,16.0,16.0,2.0,16.0,16.0,0.6399999999999864,16,billboard_image_16,health_9_wash_hands_neu
16,0.0,17.0,17.0,4.0,17.0,17.0,1.4999999999999716,17,billboard_image_17,commercial_6_hotel_emo
17,0.0,18.0,18.0,3.0,18.0,18.0,2.0999999999999943,18,billboard_image_18,commercial_4_education_donation_neu
18,0.0,19.0,19.0,1.0,19.0,19.0,0.3100000000000023,19,billboard_image_19,health_13_tech_addiction_neu
19,0.0,20.0,20.0,1.0,20.0,20.0,0.36000000000001364,20,billboard_image_20,health_11_vaping_neu
