,zeros,bbnums,fix_bill,billboard#_fixated_count,billboard,billboard#,billboard#_duration,position_index,billboard_named_position,billboard_image_at_position_text
0,0.0,1.0,1.0,1.0,1.0,1.0,4.21,1,billboard_image_1,health_12_marijuana_neu
1,0.0,2.0,2.0,5.0,2.0,2.0,5.110000000000001,2,billboard_image_2,health_2_buckle_up_neu
2,0.0,3.0,3.0,3.0,3.0,3.0,5.52,3,billboard_image_3,health_11_vaping_emo
3,0.0,4.0,4.0,2.0,4.0,4.0,5.3600000000000065,4,billboard_image_4,commercial_4_education_donation_emo
4,0.0,5.0,5.0,3.0,5.0,5.0,5.909999999999997,5,billboard_image_5,commercial_6_hotel_emo
5,0.0,6.0,6.0,1.0,6.0,6.0,0.519999999999996,6,billboard_image_6,health_7_smoking_neu
6,0.0,7.0,0.0,0.0,0.0,7.0,0.0,7,billboard_image_7,health_8_sun_protection_neu
7,0.0,8.0,8.0,5.0,8.0,8.0,2.260000000000005,8,billboard_image_8,health_1_binge_drinking_emo
8,0.0,9.0,9.0,9.0,9.0,9.0,7.929999999999993,9,billboard_image_9,health_10_vaccination_neu
9,0.0,10.0,10.0,2.0,10.0,10.0,5.84999999999998,10,billboard_image_10,commercial_3_coffee_emo
10,0.0,11.0,11.0,3.0,11.0,11.0,3.7299999999999898,11,billboard_image_11,commercial_5_furniture_neu
11,0.0,12.0,12.0,7.0,12.0,12.0,6.109999999999985,12,billboard_image_12,health_6_drugged_driving_emo
12,0.0,13.0,13.0,5.0,13.0,13.0,5.78000000000003,13,billboard_image_13,health_5_text_driving_emo
13,0.0,14.0,14.0,3.0,14.0,14.0,3.3300000000000125,14,billboard_image_14,commercial_1_brunch_neu
14,0.0,15.0,15.0,4.0,15.0,15.0,6.310000000000002,15,billboard_image_15,health_14_healthy_diet_neu
15,0.0,16.0,16.0,4.0,16.0,16.0,6.0,16,billboard_image_16,health_13_tech_addiction_neu
16,0.0,17.0,17.0,2.0,17.0,17.0,2.8299999999999557,17,billboard_image_17,health_4_HIV_emo
17,0.0,18.0,18.0,8.0,18.0,18.0,6.319999999999965,18,billboard_image_18,health_3_diabetes_emo
18,0.0,19.0,19.0,4.0,19.0,19.0,5.379999999999967,19,billboard_image_19,health_9_wash_hands_emo
19,0.0,20.0,20.0,7.0,20.0,20.0,3.599999999999909,20,billboard_image_20,commercial_2_burger_neu
