,zeros,bbnums,fix_bill,billboard#_fixated_count,billboard,billboard#,billboard#_duration,position_index,billboard_named_position,billboard_image_at_position_text
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,billboard_image_1,commercial_6_hotel_neu
1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2,billboard_image_2,health_13_tech_addiction_emo
2,0.0,3.0,3.0,5.0,3.0,3.0,5.140000000000004,3,billboard_image_3,health_11_vaping_neu
3,0.0,4.0,4.0,2.0,4.0,4.0,2.719999999999999,4,billboard_image_4,health_8_sun_protection_emo
4,0.0,5.0,5.0,3.0,5.0,5.0,4.619999999999997,5,billboard_image_5,health_12_marijuana_neu
5,0.0,6.0,6.0,5.0,6.0,6.0,4.790000000000006,6,billboard_image_6,health_4_HIV_emo
6,0.0,7.0,7.0,2.0,7.0,7.0,2.219999999999999,7,billboard_image_7,commercial_1_brunch_neu
7,0.0,8.0,8.0,3.0,8.0,8.0,3.219999999999999,8,billboard_image_8,commercial_3_coffee_neu
8,0.0,9.0,9.0,3.0,9.0,9.0,2.039999999999992,9,billboard_image_9,commercial_5_furniture_emo
9,0.0,10.0,10.0,7.0,10.0,10.0,2.7200000000000273,10,billboard_image_10,commercial_2_burger_emo
10,0.0,11.0,11.0,3.0,11.0,11.0,2.7200000000000273,11,billboard_image_11,commercial_4_education_donation_emo
11,0.0,12.0,12.0,4.0,12.0,12.0,2.200000000000017,12,billboard_image_12,health_6_drugged_driving_emo
12,0.0,13.0,13.0,4.0,13.0,13.0,2.039999999999992,13,billboard_image_13,health_1_binge_drinking_emo
13,0.0,14.0,14.0,3.0,14.0,14.0,3.9299999999999784,14,billboard_image_14,health_10_vaccination_emo
14,0.0,15.0,15.0,3.0,15.0,15.0,3.089999999999975,15,billboard_image_15,health_2_buckle_up_neu
15,0.0,16.0,16.0,1.0,16.0,16.0,0.2600000000000193,16,billboard_image_16,health_9_wash_hands_neu
16,0.0,17.0,17.0,5.0,17.0,17.0,3.359999999999985,17,billboard_image_17,health_5_text_driving_emo
17,0.0,18.0,18.0,3.0,18.0,18.0,1.5199999999999818,18,billboard_image_18,health_3_diabetes_neu
18,0.0,19.0,19.0,3.0,19.0,19.0,5.470000000000056,19,billboard_image_19,health_7_smoking_neu
19,0.0,20.0,20.0,3.0,20.0,20.0,1.3799999999999386,20,billboard_image_20,health_14_healthy_diet_neu
