,zeros,bbnums,fix_bill,billboard#_fixated_count,billboard,billboard#,billboard#_duration,position_index,billboard_named_position,billboard_image_at_position_text
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,billboard_image_1,health_11_vaping_emo
1,0.0,2.0,2.0,5.0,2.0,2.0,3.9999999999999982,2,billboard_image_2,commercial_2_burger_neu
2,0.0,3.0,3.0,3.0,3.0,3.0,1.460000000000008,3,billboard_image_3,health_6_drugged_driving_neu
3,0.0,4.0,4.0,3.0,4.0,4.0,3.3299999999999983,4,billboard_image_4,health_4_HIV_emo
4,0.0,5.0,5.0,2.0,5.0,5.0,2.479999999999997,5,billboard_image_5,health_5_text_driving_neu
5,0.0,6.0,6.0,3.0,6.0,6.0,1.5300000000000153,6,billboard_image_6,health_2_buckle_up_neu
6,0.0,7.0,7.0,3.0,7.0,7.0,2.9399999999999977,7,billboard_image_7,health_13_tech_addiction_neu
7,0.0,8.0,8.0,2.0,8.0,8.0,4.260000000000005,8,billboard_image_8,health_10_vaccination_neu
8,0.0,9.0,9.0,3.0,9.0,9.0,2.8700000000000188,9,billboard_image_9,commercial_3_coffee_emo
9,0.0,10.0,10.0,4.0,10.0,10.0,2.0399999999999636,10,billboard_image_10,health_14_healthy_diet_emo
10,0.0,11.0,11.0,4.0,11.0,11.0,1.420000000000016,11,billboard_image_11,commercial_6_hotel_neu
11,0.0,12.0,12.0,1.0,12.0,12.0,1.6999999999999886,12,billboard_image_12,health_3_diabetes_neu
12,0.0,13.0,13.0,3.0,13.0,13.0,2.849999999999966,13,billboard_image_13,health_7_smoking_neu
13,0.0,14.0,14.0,3.0,14.0,14.0,2.8500000000000227,14,billboard_image_14,health_12_marijuana_emo
14,0.0,15.0,15.0,3.0,15.0,15.0,4.640000000000015,15,billboard_image_15,health_1_binge_drinking_emo
15,0.0,16.0,16.0,3.0,16.0,16.0,2.410000000000025,16,billboard_image_16,commercial_1_brunch_emo
16,0.0,17.0,17.0,5.0,17.0,17.0,3.719999999999999,17,billboard_image_17,commercial_4_education_donation_emo
17,0.0,18.0,18.0,2.0,18.0,18.0,1.9199999999999875,18,billboard_image_18,health_8_sun_protection_emo
18,0.0,19.0,19.0,4.0,19.0,19.0,4.22999999999999,19,billboard_image_19,health_9_wash_hands_emo
19,0.0,20.0,20.0,2.0,20.0,20.0,1.4099999999999682,20,billboard_image_20,commercial_5_furniture_neu
