,zeros,bbnums,fix_bill,billboard#_fixated_count,billboard,billboard#,billboard#_duration,position_index,billboard_named_position,billboard_image_at_position_text
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,billboard_image_1,commercial_6_hotel_emo
1,0.0,2.0,2.0,8.0,2.0,2.0,6.459999999999997,2,billboard_image_2,health_13_tech_addiction_neu
2,0.0,3.0,3.0,4.0,3.0,3.0,5.290000000000003,3,billboard_image_3,health_11_vaping_emo
3,0.0,4.0,4.0,3.0,4.0,4.0,1.3200000000000003,4,billboard_image_4,health_8_sun_protection_neu
4,0.0,5.0,5.0,3.0,5.0,5.0,3.969999999999999,5,billboard_image_5,health_12_marijuana_emo
5,0.0,6.0,6.0,2.0,6.0,6.0,2.3899999999999864,6,billboard_image_6,health_4_HIV_neu
6,0.0,7.0,0.0,0.0,0.0,7.0,0.0,7,billboard_image_7,commercial_1_brunch_emo
7,0.0,8.0,8.0,3.0,8.0,8.0,2.9399999999999977,8,billboard_image_8,commercial_3_coffee_emo
8,0.0,9.0,9.0,2.0,9.0,9.0,2.6299999999999955,9,billboard_image_9,commercial_5_furniture_neu
9,0.0,10.0,10.0,2.0,10.0,10.0,1.7600000000000051,10,billboard_image_10,commercial_2_burger_neu
10,0.0,11.0,11.0,4.0,11.0,11.0,2.289999999999935,11,billboard_image_11,commercial_4_education_donation_neu
11,0.0,12.0,12.0,3.0,12.0,12.0,1.5,12,billboard_image_12,health_6_drugged_driving_neu
12,0.0,13.0,13.0,3.0,13.0,13.0,2.9000000000000057,13,billboard_image_13,health_1_binge_drinking_neu
13,0.0,14.0,14.0,4.0,14.0,14.0,1.8200000000000216,14,billboard_image_14,health_10_vaccination_neu
14,0.0,15.0,15.0,1.0,15.0,15.0,1.7199999999999989,15,billboard_image_15,health_2_buckle_up_emo
15,0.0,16.0,16.0,3.0,16.0,16.0,1.7800000000000011,16,billboard_image_16,health_9_wash_hands_emo
16,0.0,17.0,17.0,3.0,17.0,17.0,1.8899999999999864,17,billboard_image_17,health_5_text_driving_neu
17,0.0,18.0,18.0,2.0,18.0,18.0,1.0500000000000114,18,billboard_image_18,health_3_diabetes_emo
18,0.0,19.0,19.0,4.0,19.0,19.0,1.9799999999999613,19,billboard_image_19,health_7_smoking_emo
19,0.0,20.0,20.0,4.0,20.0,20.0,1.740000000000066,20,billboard_image_20,health_14_healthy_diet_emo
