,zeros,bbnums,fix_bill,billboard#_fixated_count,billboard,billboard#,billboard#_duration,position_index,billboard_named_position,billboard_image_at_position_text
0,0.0,1.0,1.0,1.0,1.0,1.0,1.58,1,billboard_image_1,health_4_HIV_neu
1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2,billboard_image_2,health_6_drugged_driving_neu
2,0.0,3.0,3.0,2.0,3.0,3.0,1.2900000000000063,3,billboard_image_3,health_8_sun_protection_neu
3,0.0,4.0,4.0,1.0,4.0,4.0,1.1099999999999994,4,billboard_image_4,commercial_4_education_donation_neu
4,0.0,5.0,5.0,2.0,5.0,5.0,5.420000000000002,5,billboard_image_5,health_2_buckle_up_neu
5,0.0,6.0,6.0,1.0,6.0,6.0,0.3299999999999983,6,billboard_image_6,health_3_diabetes_emo
6,0.0,7.0,7.0,2.0,7.0,7.0,5.5,7,billboard_image_7,health_13_tech_addiction_emo
7,0.0,8.0,8.0,1.0,8.0,8.0,1.2000000000000028,8,billboard_image_8,health_9_wash_hands_emo
8,0.0,9.0,9.0,4.0,9.0,9.0,4.070000000000007,9,billboard_image_9,commercial_3_coffee_emo
9,0.0,10.0,10.0,2.0,10.0,10.0,2.6200000000000045,10,billboard_image_10,commercial_5_furniture_neu
10,0.0,11.0,11.0,5.0,11.0,11.0,4.1299999999999955,11,billboard_image_11,health_10_vaccination_neu
11,0.0,12.0,12.0,2.0,12.0,12.0,1.9399999999999977,12,billboard_image_12,health_1_binge_drinking_emo
12,0.0,13.0,13.0,3.0,13.0,13.0,3.400000000000034,13,billboard_image_13,health_14_healthy_diet_emo
13,0.0,14.0,14.0,1.0,14.0,14.0,0.4899999999999807,14,billboard_image_14,commercial_2_burger_emo
14,0.0,15.0,15.0,4.0,15.0,15.0,4.159999999999997,15,billboard_image_15,commercial_6_hotel_emo
15,0.0,16.0,16.0,2.0,16.0,16.0,3.069999999999993,16,billboard_image_16,commercial_1_brunch_neu
16,0.0,17.0,17.0,3.0,17.0,17.0,2.0900000000000034,17,billboard_image_17,health_7_smoking_neu
17,0.0,18.0,18.0,3.0,18.0,18.0,3.0500000000000114,18,billboard_image_18,health_5_text_driving_neu
18,0.0,19.0,19.0,4.0,19.0,19.0,4.190000000000026,19,billboard_image_19,health_12_marijuana_emo
19,0.0,20.0,20.0,3.0,20.0,20.0,3.5499999999999545,20,billboard_image_20,health_11_vaping_emo
