position,billboard_name
1,resources/billboards/commercial_2_burger_emo.bmp
2,resources/billboards/health_5_text_driving_neu.bmp
3,resources/billboards/health_11_vaping_emo.bmp
4,resources/billboards/health_8_sun_protection_neu.bmp
5,resources/billboards/commercial_1_brunch_emo.bmp
6,resources/billboards/health_1_binge_drinking_emo.bmp
7,resources/billboards/health_9_wash_hands_emo.bmp
8,resources/billboards/health_13_tech_addiction_neu.bmp
9,resources/billboards/commercial_4_education_donation_neu.bmp
10,resources/billboards/commercial_3_coffee_neu.bmp
11,resources/billboards/health_2_buckle_up_emo.bmp
12,resources/billboards/commercial_5_furniture_emo.bmp
13,resources/billboards/health_4_HIV_emo.bmp
14,resources/billboards/health_6_drugged_driving_neu.bmp
15,resources/billboards/health_12_marijuana_neu.bmp
16,resources/billboards/health_10_vaccination_neu.bmp
17,resources/billboards/health_14_healthy_diet_neu.bmp
18,resources/billboards/commercial_6_hotel_emo.bmp
19,resources/billboards/health_7_smoking_emo.bmp
20,resources/billboards/health_3_diabetes_neu.bmp
