position,billboard_name
1,resources/billboards/health_8_emo.bmp
2,resources/billboards/health_10_neu.bmp
3,resources/billboards/health_1_emo.bmp
4,resources/billboards/health_5_emo.bmp
5,resources/billboards/health_6_neu.bmp
6,resources/billboards/health_4_emo.bmp
7,resources/billboards/health_14_emo.bmp
8,resources/billboards/health_3_neu.bmp
9,resources/billboards/health_11_neu.bmp
10,resources/billboards/commercial_3_neu.bmp
11,resources/billboards/commercial_4_neu.bmp
12,resources/billboards/health_13_neu.bmp
13,resources/billboards/health_2_neu.bmp
14,resources/billboards/health_12_emo.bmp
15,resources/billboards/commercial_1_neu.bmp
16,resources/billboards/health_7_neu.bmp
17,resources/billboards/commercial_5_emo.bmp
18,resources/billboards/health_9_emo.bmp
19,resources/billboards/commercial_6_emo.bmp
20,resources/billboards/commercial_2_emo.bmp
